PRCSCITYPOINT_BSSHNM,INDUTY_CD_NM,LCNS_NO,DSPS_DCSNDT,DSPS_BGNDT,DSPS_ENDDT,DSPS_TYPECD_NM,VILTCN,ADDR,TELNO,PRSDNT_NM,DSPSCN,LAWORD_CD_NM,PUBLIC_DT,LAST_UPDT_DTM,DSPS_INSTTCD_NM,DSPSDTLS_SEQ,sido,sigungu,disposition_decision_date
그릴앤썸,일반음식점,20160487440,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-12-12 18:41:29.421,전북특별자치도 익산시,4644188,전북특별자치도,전북특별자치도 익산시,2024-11-22
만나휴게실,휴게음식점,20010487290,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-01 17:41:24.728,전북특별자치도 익산시,4647061,전북특별자치도,전북특별자치도 익산시,2024-11-22
싼타페,유흥주점영업,19870487073,20241122,20241231,-,영업허가·등록취소,(20240426)사업자등록 폐업,전북특별자치도 익산시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2026-11-21 00:00:00.0,2024-12-11 16:42:27.857,전북특별자치도 익산시,4643685,전북특별자치도,전북특별자치도 익산시,2024-11-22
에스티씨프랜차이저,유통전문판매업,20200078510,20241122,20241122,-,영업소폐쇄,(20241104)시설물 멸실,서울특별시 강서구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-11-23 17:42:06.53,서울특별시 강서구,4636496,서울특별시,서울특별시 강서구,2024-11-22
주식회사 재믹스 씨앤비 지점,유통전문판매업,20210077412,20241122,20241122,-,영업소폐쇄,(20241104)시설물 멸실,서울특별시 강서구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-11-23 17:42:06.53,서울특별시 강서구,4636476,서울특별시,서울특별시 강서구,2024-11-22
명품,식품소분업,20200491622,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-12-13 18:41:24.96,전북특별자치도 익산시,4644426,전북특별자치도,전북특별자치도 익산시,2024-11-22
세일일레븐(함열점),휴게음식점,20200491567,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-01 17:41:24.728,전북특별자치도 익산시,4647056,전북특별자치도,전북특별자치도 익산시,2024-11-22
계림다방,휴게음식점,20000487746,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-02 18:42:28.404,전북특별자치도 익산시,4647275,전북특별자치도,전북특별자치도 익산시,2024-11-22
(주)바벨,식품운반업,20190098900,20241122,20241122,-,영업소폐쇄,(20241104)시설물 멸실,서울특별시 강서구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-11-23 17:42:06.53,서울특별시 강서구,4636467,서울특별시,서울특별시 강서구,2024-11-22
연예인다방,휴게음식점,19990487098,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-02 16:44:31.028,전북특별자치도 익산시,4647217,전북특별자치도,전북특별자치도 익산시,2024-11-22
호박 단란주점,단란주점,19970487132,20241122,20241231,-,영업허가·등록취소,(20240426)사업자등록 폐업,전북특별자치도 익산시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2026-11-21 00:00:00.0,2024-12-11 18:41:32.223,전북특별자치도 익산시,4643765,전북특별자치도,전북특별자치도 익산시,2024-11-22
복마트,식품소분업,20050487166,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-12-13 18:41:24.96,전북특별자치도 익산시,4644422,전북특별자치도,전북특별자치도 익산시,2024-11-22
지원축산,즉석판매제조가공업,20130487272,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-12-13 20:41:17.534,전북특별자치도 익산시,4644491,전북특별자치도,전북특별자치도 익산시,2024-11-22
다우리,일반음식점,20010488115,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-12-13 12:44:06.123,전북특별자치도 익산시,4644285,전북특별자치도,전북특별자치도 익산시,2024-11-22
옛장터두마리치킨,일반음식점,20130487089,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-12-12 20:41:26.338,전북특별자치도 익산시,4644249,전북특별자치도,전북특별자치도 익산시,2024-11-22
라보라토리 푸드,일반음식점,20200491078,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-12-13 12:44:06.123,전북특별자치도 익산시,4644298,전북특별자치도,전북특별자치도 익산시,2024-11-22
복마트,기타식품판매업,20050487170,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-12-13 14:44:51.662,전북특별자치도 익산시,4644341,전북특별자치도,전북특별자치도 익산시,2024-11-22
올인다방,휴게음식점,20030487115,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-02 16:44:31.028,전북특별자치도 익산시,4647214,전북특별자치도,전북특별자치도 익산시,2024-11-22
센스다방,휴게음식점,20000487120,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-02 17:41:56.771,전북특별자치도 익산시,4647226,전북특별자치도,전북특별자치도 익산시,2024-11-22
보너스쁘라떼,휴게음식점,20040487374,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-02 17:41:56.771,전북특별자치도 익산시,4647227,전북특별자치도,전북특별자치도 익산시,2024-11-22
월야,유흥주점영업,19980487427,20241122,20241231,-,영업허가·등록취소,(20240426)사업자등록 폐업,전북특별자치도 익산시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2026-11-21 00:00:00.0,2024-12-11 17:42:58.645,전북특별자치도 익산시,4643736,전북특별자치도,전북특별자치도 익산시,2024-11-22
선수다방,휴게음식점,20020487404,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-02 17:41:56.771,전북특별자치도 익산시,4647234,전북특별자치도,전북특별자치도 익산시,2024-11-22
(주)아비게일,유통전문판매업,20220106495,20241122,20241122,-,영업소폐쇄,(20241104)시설물 멸실,서울특별시 강서구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-11-23 17:42:06.53,서울특별시 강서구,4636477,서울특별시,서울특별시 강서구,2024-11-22
상해반점,일반음식점,20010487208,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-12-11 18:41:32.223,전북특별자치도 익산시,4643773,전북특별자치도,전북특별자치도 익산시,2024-11-22
현미마을,즉석판매제조가공업,20170487763,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-12-14 19:41:10.635,전북특별자치도 익산시,4644649,전북특별자치도,전북특별자치도 익산시,2024-11-22
희빈,유흥주점영업,19980487790,20241122,20241231,-,영업허가·등록취소,(20240426)사업자등록 폐업,전북특별자치도 익산시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2026-11-21 00:00:00.0,2024-12-11 16:42:27.857,전북특별자치도 익산시,4643704,전북특별자치도,전북특별자치도 익산시,2024-11-22
방콕,유흥주점영업,19980487217,20241122,20241231,-,영업허가·등록취소,(20240426)사업자등록 폐업,전북특별자치도 익산시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2026-11-21 00:00:00.0,2024-12-11 16:42:27.857,전북특별자치도 익산시,4643703,전북특별자치도,전북특별자치도 익산시,2024-11-22
시듀스,유흥주점영업,19860487062,20241122,20241231,-,영업허가·등록취소,(20240426)사업자등록 폐업,전북특별자치도 익산시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2026-11-21 00:00:00.0,2024-12-11 16:42:27.857,전북특별자치도 익산시,4643707,전북특별자치도,전북특별자치도 익산시,2024-11-22
제일반찬,즉석판매제조가공업,20070487325,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-12-14 19:41:10.635,전북특별자치도 익산시,4644646,전북특별자치도,전북특별자치도 익산시,2024-11-22
송학골,유흥주점영업,19890487205,20241122,20241231,-,영업허가·등록취소,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업허가ㆍ등록취소,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2024-12-11 18:41:32.223,전북특별자치도 익산시,4643755,전북특별자치도,전북특별자치도 익산시,2024-11-22
국화다방,휴게음식점,19910487107,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-02 17:41:56.771,전북특별자치도 익산시,4647240,전북특별자치도,전북특별자치도 익산시,2024-11-22
그랜드다방,휴게음식점,20010487121,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-02 16:44:31.028,전북특별자치도 익산시,4647209,전북특별자치도,전북특별자치도 익산시,2024-11-22
보물섬,유흥주점영업,19970487136,20241122,20241231,-,영업허가·등록취소,(20240426)사업자등록 폐업,전북특별자치도 익산시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2026-11-21 00:00:00.0,2024-12-11 16:42:27.857,전북특별자치도 익산시,4643682,전북특별자치도,전북특별자치도 익산시,2024-11-22
향기다방,휴게음식점,19990487422,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-01 20:41:11.594,전북특별자치도 익산시,4647159,전북특별자치도,전북특별자치도 익산시,2024-11-22
호박성인나이트,유흥주점영업,19970487583,20241122,20241231,-,영업허가·등록취소,(20240426)사업자등록 폐업,전북특별자치도 익산시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2026-11-21 00:00:00.0,2024-12-11 16:42:27.857,전북특별자치도 익산시,4643695,전북특별자치도,전북특별자치도 익산시,2024-11-22
향다방,휴게음식점,20020487712,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-01 17:41:24.728,전북특별자치도 익산시,4647064,전북특별자치도,전북특별자치도 익산시,2024-11-22
비엠떠블유,유흥주점영업,19970487475,20241122,20241231,-,영업허가·등록취소,(20240426)사업자등록 폐업,전북특별자치도 익산시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2026-11-21 00:00:00.0,2024-12-11 16:42:27.857,전북특별자치도 익산시,4643681,전북특별자치도,전북특별자치도 익산시,2024-11-22
자연쉼터,휴게음식점,20030487423,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-02 16:44:31.028,전북특별자치도 익산시,4647208,전북특별자치도,전북특별자치도 익산시,2024-11-22
송학다방,휴게음식점,19830487039,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-02 17:41:56.771,전북특별자치도 익산시,4647219,전북특별자치도,전북특별자치도 익산시,2024-11-22
성인노래클럽아쿠아,유흥주점영업,20000487101,20241122,20241231,-,영업허가·등록취소,(20240426)사업자등록 폐업,전북특별자치도 익산시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2026-11-21 00:00:00.0,2024-12-11 16:42:27.857,전북특별자치도 익산시,4643680,전북특별자치도,전북특별자치도 익산시,2024-11-22
나라다방,휴게음식점,20030487044,20241122,20241231,-,영업소폐쇄,(20240621)영업시설 전부 철거,전북특별자치도 익산시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-11-21 00:00:00.0,2025-01-02 18:42:28.404,전북특별자치도 익산시,4647271,전북특별자치도,전북특별자치도 익산시,2024-11-22
