PRDTNM,BSSHNM,MNFDT,DISTBTMLMT,ADDR,INSTT_NM,REGSTR_TELNO,BRCDNO,FRMLCUNIT,TEST_ITMNM,STDR_STND,TESTANALS_RSLT,CRET_DTM,RTRVLDSUSE_SEQ,PRDLST_REPORT_NO,LCNS_NO,REPORTR_TELNO,PRDLST_CD_NM,sido,sigungu,record_date
방풍나물(A-0519-3),김*자,20260519,2026.05.19,전남광주통합특별시 곡성군,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,터부포스,0.1 이하,0.37036556682624713,2026.05.20,3000226261,,,,방풍나물,전남광주통합특별시,전남광주통합특별시 곡성군,2026-05-20
세파,이*찬,데이터없음,2026.05.20,전북특별자치도 완주군,전북특별자치도 보건환경연구원,,,,메타벤즈티아주론,0.01 mg/kg 이하,0.10 mg/kg,2026.05.20,3000226262,,,,파,전북특별자치도,전북특별자치도 완주군,2026-05-20
S-918 깐쪽파,이*우,20260520,2026.05.20,충청남도 아산시,인천광역시 보건환경연구원 식약연구부 삼산농산물검사소,,,,프로사이미돈,0.15 이하,0.931,2026.05.20,3000226280,,,,파,충청남도,충청남도 아산시,2026-05-20
상추,김*순,20260519,,경기도 안성시,경기도 경기도보건환경연구원,,,4kg,메타벤즈티아주론,0.01 mg/kg 이하(PLS),0.14 mg/kg,2026.05.20,3000226281,2016034506459,20160345064,,상추,경기도,경기도 안성시,2026-05-20
레몬,김*순,20260519,,제주특별자치도 서귀포시,경기도 경기도보건환경연구원,,,5kg,피라지플루미드,0.01 mg/kg 이하(PLS),0.11 mg/kg,2026.05.21,3000226305,,,,레몬,제주특별자치도,제주특별자치도 서귀포시,2026-05-21
꽃상추,김*기,20260520,,전북 익산시,경기도 경기도보건환경연구원,,,4 kg,뷰프로페진,0.01 mg/kg,0.18 mg/kg,2026.05.21,3000226310,,,,상추,전북,전북 익산시,2026-05-21
당근,우*하,20260520,,경상남도 밀양시,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 각화농산물검사소,,,,에토프로포스,0.05 mg/kg 이하,0.20 mg/kg 이하,2026.05.21,3000226320,,,,당근,경상남도,경상남도 밀양시,2026-05-21
고추잎,김*현,20260521,,경남 창원시,경상남도 보건환경연구원 식약품연구부,,,,디노테퓨란,0.01 이하,4.03,2026.05.22,3000226324,,,,고춧잎,경남,경남 창원시,2026-05-22
고추잎,김*현,20260521,,경남 창원시,경상남도 보건환경연구원 식약품연구부,,,,피플루뷰마이드,0.01 이하,0.03,2026.05.22,3000226324,,,,고춧잎,경남,경남 창원시,2026-05-22
돼지갈은고기(냉장),청풍명월조합공동사업법인,20260518,2026.05.24,충청북도 청주시 청원구,충청북도 동물위생시험소 축산물검사과,,170161701244,,장출혈성대장균,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.05.22,3000226332,20100415130167,20100415130,,포장육,충청북도,충청북도 청주시,2026-05-22
멜론,박*희,20260521,,경남,인천광역시 보건환경연구원 식약연구부 남촌농산물검사소,,,,프로사이미돈,0.05 mg/kg 이하,0.13 mg/kg,2026.05.22,3000226351,,,,멜론,경남,경남,2026-05-22
근대,정*탁,20260519,,경기도 이천시,대전광역시 보건환경연구원 식의약연구부,,,,플루설파마이드,0.01 mg/kg 이하,0.05 mg/kg,2026.05.22,3000226376,,,,근대,경기도,경기도 이천시,2026-05-22
한우육회,그*소,20260518,2026.07.01,대구광역시 서구,서울특별시 보건환경연구원 동물위생시험소,,,,황색포도상구균,"n=5, c=0, m=0/25g",검출,2026.05.25,3000226393,,20210164209,,소고기,대구광역시,대구광역시 서구,2026-05-25
상추,유*원,20260526,2026.05.26,충남 부여군,서울특별시 보건환경연구원 강남농수산물검사소,,,,포레이트,0.01mg/kg 이하(PLS),0.08 mg/kg,2026.05.26,3000226477,,,,상추,충남,충남 부여군,2026-05-26
고수,양*석,20260526,2026.05.26.(수거일자),경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,리뉴론,0.01 이하 (기준 규격 없음),0.38 mg/kg,2026.05.26,3000226495,,,,고수(잎),경기도,경기도 포천시,2026-05-26
고수,박*천,20260526,2026-05-26(의뢰일),경기 파주시,서울특별시 보건환경연구원 강남농수산물검사소,,,,만디프로파미드,0.01mg/kg (기준 규격 없음),0.07,2026.05.27,3000226499,,,,고수(잎),경기,경기 파주시,2026-05-27
고수,박*천,20260526,2026-05-26(의뢰일),경기 파주시,서울특별시 보건환경연구원 강남농수산물검사소,,,,파목사돈,0.01mg/kg (기준 규격 없음),0.10,2026.05.27,3000226499,,,,고수(잎),경기,경기 파주시,2026-05-27
육회(냉장),선효축산물,20260518,2026.05.25,강원특별자치도 춘천시,강원특별자치도 동물위생시험소 축산식품검사과,,,,장출혈성대장균,"n=0, c=0, m=0/25g","양성, 음성, 음성, 양성, 음성",2026.05.27,3000226505,,20190398571,,소고기,강원특별자치도,강원특별자치도 춘천시,2026-05-27
다발무,김*수,20260526,2026.05.26,경남 함안군,경상남도 보건환경연구원 식약품연구부,,,,터부포스,0.05 이하,0.08,2026.05.27,3000226510,1985051202913,19850512029,,무(뿌리),경남,경남 함안군,2026-05-27
깻순,이*근,20260527,,충남 논산시,,,,,피플루뷰마이드,0.01 mg/kg 이하(PLS),0.52 mg/kg,2026.05.27,3000226525,,,,들깻잎,충남,충남 논산시,2026-05-27
당근,박*기,20260526,,경남 양산시,부산광역시 보건환경연구원,,,,터부포스,0.05 mg/kg,0.12 mg/kg,2026.05.27,3000226536,,,,당근,경남,경남 양산시,2026-05-27
아욱,오*영,20260527,,충청북도 청주시,대전광역시 보건환경연구원 식의약연구부,,,,플루벤디아마이드,0.01 mg/kg 이하,1.54 mg/kg,2026.05.28,3000226557,,,,아욱,충청북도,충청북도 청주시,2026-05-28
국화,주식회사샘그린유통,데이터없음,2029.01.18,서울특별시 동대문구,서울특별시 보건환경연구원 강북농수산물검사소,,,,카드뮴,0.3 ppm이하,0.5 ppm,2026.05.28,3000226584,2017047206438,,,국화,서울특별시,서울특별시 동대문구,2026-05-28
상추,김*정,20260528,,전북특별자치도 익산시,경기도 경기도보건환경연구원,,,4kg,트리플루랄린,0.01mg/kg(PLS),0.04mg/kg,2026.05.29,3000226618,,,,상추,전북특별자치도,전북특별자치도 익산시,2026-05-29
상추,송*빈,데이터없음,20260601(의뢰일),충청남도 논산시,서울특별시 보건환경연구원 강남농수산물검사소,,,,옥사디아존,0.01mg/kg (기준 규격 없음),0.12,2026.06.01,3000226722,,,,상추,충청남도,충청남도 논산시,2026-06-01
당귀,김*식,20260601,,경기도 구리시,서울특별시 보건환경연구원 강남농수산물검사소,,,,알라클로르,0.01 mg/kg 이하,0.08 mg/kg,2026.06.01,3000226734,,,,당귀(잎),경기도,경기도 구리시,2026-06-01
당귀,김*식,20260601,,경기도 구리시,서울특별시 보건환경연구원 강남농수산물검사소,,,,카벤다짐,0.01 mg/kg 이하,0.08 mg/kg,2026.06.01,3000226734,,,,당귀(잎),경기도,경기도 구리시,2026-06-01
양상추,차*섭,20260522,,경상남도 창원시,경상남도 보건환경연구원 식약품연구부,,,,프로사이미돈,0.2이하,0.3,2026.06.02,3000226772,,,,양상추,경상남도,경상남도 창원시,2026-06-02
고수,양*선,데이터없음,2026.06.02.(의뢰일),경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,포레이트,0.01 mg/kg 이하 (기준 규격 없음),0.14 mg/kg,2026.06.02,3000226784,,,,고수(잎),경기도,경기도 포천시,2026-06-02
고수,양*선,데이터없음,2026.06.02.(의뢰일),경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,리뉴론,0.01 mg/kg 이하 (기준 규격 없음),0.21 mg/kg,2026.06.02,3000226784,,,,고수(잎),경기도,경기도 포천시,2026-06-02
고수,이*옥,데이터없음,2026.06.02.(의뢰일),경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,터부포스,0.01 mg/kg 이하 (기준 규격 없음),0.36 mg/kg,2026.06.02,3000226789,,,,고수(잎),경기도,경기도 포천시,2026-06-02
고수,이*옥,데이터없음,2026.06.02.(의뢰일),경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,에토프로포스,0.01 mg/kg 이하 (기준 규격 없음),0.05 mg/kg,2026.06.02,3000226789,,,,고수(잎),경기도,경기도 포천시,2026-06-02
코스타리카 타판티 빈투바 초콜릿,로스팅마스터즈,20260521,제조일로부터 1년까지,서울특별시 마포구,서울특별시 보건환경연구원,,,,세균수,"n=5, c=2, m=10,000, M=50,000","8,600, 19,000, 23,000, 18,000, 25,000",2026.06.04,3000226801,20120069298312,20120069298,,초콜릿,서울특별시,서울특별시 마포구,2026-06-04
부추(LOCAL-0602-2),정*식,20260602,2026.06.02,전남광주통합특별시 남구,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,옥사디아존,0.01 이하,0.030055902681592452,2026.06.04,3000226810,,,,부추,전남광주통합특별시,전남광주통합특별시 남구,2026-06-04
빈투바 밀크초콜릿,로스팅마스터즈,20260522,,서울특별시 마포구,서울특별시 보건환경연구원,,,,세균수,"n=5, c=2, m=10,000, M=50,000","72,000, 120,000, 120,000, 90,000, 110,000",2026.06.04,3000226833,20120069298329,20120069298,,밀크초콜릿,서울특별시,서울특별시 마포구,2026-06-04
고구마대,주*례,20260602,2026.06.02,순천시,전남광주통합특별시 전남보건환경연구원 동부지원 농산물검사소,,,,인독사카브,0.1 이하,0.3665,2026.06.04,3000226857,,,,고구마줄기,순천시,순천시,2026-06-04
머위대,홍*식,20260604,,전남광주통합특별시 나주시,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 각화농산물검사소,,,,뷰프로페진,0.01 mg/kg 이하(PLS 기준),0.15 mg/kg,2026.06.05,3000226870,,,,머위대,전남광주통합특별시,전남광주통합특별시 나주시,2026-06-05
고추(청양),이*식,20260602,,경상남도 진주시,경상남도 보건환경연구원 식약품연구부,,,,스피로테트라맷,2.0 이하,3.23,2026.06.05,3000226892,,,,고추,경상남도,경상남도 진주시,2026-06-05
와일드,박*순,데이터없음,2026.06.18,경기도 이천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,메타플루미존,3.0 mg/kg 이하 (엽채류),7.6 mg/kg,2026.06.05,3000226909,,,,루꼴라,경기도,경기도 이천시,2026-06-05
비틀16로제,비틀,20260511,제조일로부터 180일,전북특별자치도 순창군,광주청 유해물질분석과,,,500ml,사카린나트륨,기준없음,0.131 g/kg,2026.06.08,3000226993,202100160214,20210016021,,약주,전북특별자치도,전북특별자치도 순창군,2026-06-08
당근,파악불가,2026-06-01 00:00:00.0,,,대구광역시 보건환경연구원 식의약연구부,,,,터부포스,0.05 mg/kg 이하,0.15 mg/kg,2026.06.09,3000227003,,,,당근,,,2026-06-09
비틀10,비틀,20260511,제조일로부터 60일,전북특별자치도 순창군,광주청 유해물질분석과,,,500ml,사카린나트륨,0.08g/kg,0.11g/kg,2026.06.09,3000227028,2021001602110,20210016021,,탁주,전북특별자치도,전북특별자치도 순창군,2026-06-09
S-1010 취나물,강*희,20260609,,전북특별자치도 완주군,인천광역시 보건환경연구원 식약연구부 삼산농산물검사소,,,,아족시스트로빈,7.0 이하,19.67,2026.06.09,3000227036,,,,취나물,전북특별자치도,전북특별자치도 완주군,2026-06-09
당근(L118),이*순,20260608,,울산 중구,울산광역시 보건환경연구원 보건연구부 농수산물검사소,,21000101370290028000,,터부포스,0.05 mg/kg 이하,0.13 mg/kg,2026.06.10,3000227061,,,,당근,울산,울산 중구,2026-06-10
고구마순,김*열,20260609,,전남광주통합특별시 담양군,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 각화농산물검사소,,,,플로니카미드,0.05 mg/kg 이하(고구마줄기),0.69,2026.06.10,3000227063,,,,고구마줄기,전남광주통합특별시,전남광주통합특별시 담양군,2026-06-10
농산물-260609-007 국내산 흙쪽파,김*희,20260609,,경기도 포천시,강원특별자치도 보건환경연구원,,,,터부포스,0.09 이하,0.20 mg/kg,2026.06.10,3000227087,,,,쪽파,경기도,경기도 포천시,2026-06-10
외갓집 뼈없는 진심 갈비탕,대도식품,20260608,2027.06.07,충청북도 옥천군,충청북도 동물위생시험소 축산물검사과,,8809478452166,,대장균,"n=5, c=1, m=0, M=10","0, 0, 0, 3000, 0",2026.06.10,3000227089,2012040502820,20120405028,,식육추출가공품,충청북도,충청북도 옥천군,2026-06-10
1978 외갓집 진심육개장,대도식품,20260605,2027.06.04,충청북도 옥천군,충청북도 동물위생시험소 축산물검사과,,8809478450643,,대장균,"n=5, c=1, m=0, M=10","TNTC, 105, 77, 65, 72",2026.06.10,3000227094,2012040502810,20120405028,,식육추출가공품,충청북도,충청북도 옥천군,2026-06-10
방풍나물,생산자 정보 파악 불가,20260608,,,대전광역시 보건환경연구원 식의약연구부,,,2kg,포레이트,0.01이하(mg/kg),0.31(mg/kg),2026.06.10,3000227096,,,,방풍나물,,,2026-06-10
외갓집 진심 갈비탕,대도식품,20260608,2027.06.07,충청북도 옥천군,충청북도 동물위생시험소 축산물검사과,,8809478451701,,대장균,"n=5, c=1, m=0, M=10","447, 320, TNTC, TNTC, TNTC",2026.06.10,3000227099,2012040502814,20120405028,,식육추출가공품,충청북도,충청북도 옥천군,2026-06-10
열무,심*훈,20260608,,경기도 이천시,대전광역시 보건환경연구원 식의약연구부,,,5단(5kg),플루퀸코나졸,0.05이하(mg/kg),0.09 (mg/kg),2026.06.10,3000227118,,,,열무,경기도,경기도 이천시,2026-06-10
참나물,박*경,데이터없음,2026.06.10.(의뢰일),경상남도 밀양시,서울특별시 보건환경연구원 강남농수산물검사소,,,,이프로벤포스,0.01 mg/kg 이하 (기준 규격 없음),0.08 mg/kg,2026.06.10,3000227127,,,,참나물,경상남도,경상남도 밀양시,2026-06-10
참나물,박*경,데이터없음,2026.06.10.(의뢰일),경상남도 밀양시,서울특별시 보건환경연구원 강남농수산물검사소,,,,아이소프로티올레인,0.01 mg/kg 이하 (기준 규격 없음),0.12 mg/kg,2026.06.10,3000227127,,,,참나물,경상남도,경상남도 밀양시,2026-06-10
루꼴라,권*혁,20260604,,경북 의성군,경상북도 보건환경연구원 북부지원 안동농수산물검사소,,,,플루벤디아마이드,0.01 이하,2.521,2026.06.11,3000227134,,,,루꼴라,경북,경북 의성군,2026-06-11
깻잎,정*자,20260610,,경기도 양평군,경기도 경기도보건환경연구원,,,,클로로탈로닐,0.01 mg/kg 이하,0.66 mg/kg,2026.06.11,3000227179,,,,들깻잎,경기도,경기도 양평군,2026-06-11
잎바라깻잎,김*관,20260611,2026-06-11(의뢰일),경상남도 밀양시,서울특별시 보건환경연구원 강남농수산물검사소,,,,옥사디아존,0.01mg/kg (기준 규격 없음),0.18,2026.06.11,3000227194,,,,들깻잎,경상남도,경상남도 밀양시,2026-06-11
농산물-260611-004 쑥갓,이*영,20260611,,경기도 포천시,강원특별자치도 보건환경연구원 식약품연구부 농산물검사과,,,,다이아지논,0.01 이하,0.2788 mg/kg,2026.06.11,3000227204,,,,쑥갓,경기도,경기도 포천시,2026-06-11
깻잎(A-0611-3),구*채,20260611,2026.06.11,전남광주통합특별시 곡성군,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,페니트로티온,0.05 이하,0.6657834689170885,2026.06.12,3000227237,,,,들깻잎,전남광주통합특별시,전남광주통합특별시 곡성군,2026-06-12
오이,남*현,20260611,,경기도 안성시,경기도 경기도보건환경연구원,,,1상자(10kg),이미시아포스,0.2 mg/kg 이하,0.6 mg/kg,2026.06.12,3000227240,,,,오이,경기도,경기도 안성시,2026-06-12
가시오이,오*복,20260609,,전북특별자치도 장수군,경상남도 보건환경연구원 식약품연구부,,,,터부포스,0.05 이하,0.083,2026.06.12,3000227245,,,,오이,전북특별자치도,전북특별자치도 장수군,2026-06-12
깻잎,원*순,20260610,,경상남도 산청군,경상남도 보건환경연구원 식약품연구부,,,,페니트로티온,0.05 이하,0.22,2026.06.12,3000227246,,,,들깻잎,경상남도,경상남도 산청군,2026-06-12
농산물-260611-012 대파,이*화,20260611,,강원특별자치도 평창군,강원특별자치도 보건환경연구원 식약품연구부 농산물검사과,,,,포레이트,0.05 이하,0.1660 mg/kg,2026.06.12,3000227253,,,,파,강원특별자치도,강원특별자치도 평창군,2026-06-12
농산물-260611-014 상추,최*환,20260611,,강원특별자치도 평창군,강원특별자치도 보건환경연구원 식약품연구부 농산물검사과,,,,테트라코나졸,0.01 이하,0.0296 mg/kg,2026.06.12,3000227256,,,,상추,강원특별자치도,강원특별자치도 평창군,2026-06-12
블루꿈백일설기,(주)찰떡궁합,20260609,제조일로부터 1일,경기도 남양주시,경기도 경기도보건환경연구원 북부지원,,,,보존료,소브산 불검출,소브산 검출(0.0075 g/kg),2026.06.12,3000227278,20030332047405,20030332047,,떡류,경기도,경기도 남양주시,2026-06-12
명동 국내산 뼈해장국,씨비에스코리아,20260526,2027.05.25,경기도 시흥시,경기도 경기도동물위생시험소,,,,대장균,"n=5, c=1, m=0, m=10(CFU/ml)","n1=19,500, n2=165, n3=30, n4=75, n5=110",2026.06.12,3000227285,2023035801715,20230358017,,식육추출가공품,경기도,경기도 시흥시,2026-06-12
쑥갓,김*식,20260612,,경기도 이천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,사이플루메토펜,0.01 mg/kg 이하,0.64 mg/kg,2026.06.12,3000227296,,,,쑥갓,경기도,경기도 이천시,2026-06-12
로메인,최*순,20260615,2026.06.15,경기도 이천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,프로사이미돈,0.2mg/kg (상추),2.6,2026.06.15,3000227369,,,,상추,경기도,경기도 이천시,2026-06-15
S-1054 청경채,한*섭,20260615,,경기 안성시,인천광역시 보건환경연구원 식약연구부 삼산농산물검사소,,,,플루아지남,0.05 이하,0.154,2026.06.15,3000227370,,,,청경채,경기,경기 안성시,2026-06-15
치커리,김*미,20260615,,경기도 양평군,서울특별시 보건환경연구원 강남농수산물검사소,,,,카벤다짐,0.01 mg/kg 이하,0.09 mg/kg,2026.06.15,3000227398,,,,치커리(잎),경기도,경기도 양평군,2026-06-15
쑥갓(26-6-15-14),이*철,20260615,,전북특별자치도 완주군,전북특별자치도 보건환경연구원,,,,다이아지논,0.01 이하,0.95756,2026.06.16,3000227417,,,,쑥갓,전북특별자치도,전북특별자치도 완주군,2026-06-16
취나물(A-0615-1),공*임,20260615,2026.06.15,전남광주통합특별시 나주시,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,이프로벤포스,0.01 이하,0.018746916625555006,2026.06.16,3000227422,,,,취나물,전남광주통합특별시,전남광주통합특별시 나주시,2026-06-16
취나물(A-0615-1),공*임,20260615,2026.06.15,전남광주통합특별시 나주시,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,뷰프로페진,0.01 이하,0.2313764183522447,2026.06.16,3000227422,,,,취나물,전남광주통합특별시,전남광주통합특별시 나주시,2026-06-16
한우육회,(주)제이팜포크,20260608,2026.06.12,제주특별자치도 제주시,제주특별자치도 동물위생시험소 축산물안전과,,,260g,여시니아엔테로콜리티카,"n=5, c=0, m=0/25g","음성,음성,양성,음성,음성",2026.06.16,3000227445,,20140628694,,소고기,제주특별자치도,제주특별자치도 제주시,2026-06-16
상추,편*경,20260616,,충청남도 논산시,서울특별시 보건환경연구원 강남농수산물검사소,,,,테부코나졸,0.1 mg/kg 이하,0.2 mg/kg,2026.06.16,3000227453,,,,상추,충청남도,충청남도 논산시,2026-06-16
안갓,박*서,20260616,,전남광주통합특별시 남구,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 각화농산물검사소,,,,피리다벤,0.01 mg/kg 이하,0.24 mg/kg,2026.06.17,3000227459,,,,갓,전남광주통합특별시,전남광주통합특별시 남구,2026-06-17
안갓(N-0616-5),박*서,20260617,2026.06.17,전남광주통합특별시 남구,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,피리다벤,0.01 이하,0.045589937342913559,2026.06.17,3000227472,,,,갓,전남광주통합특별시,전남광주통합특별시 남구,2026-06-17
쌈배추(관1088-4),파악 중,20260616,,파악,울산광역시 보건환경연구원 보건연구부 농수산물검사소,,,,디니코나졸,0.3 이하,0.7231,2026.06.17,3000227506,,,,쌈배추,파악,파악,2026-06-17
가지,손*동,데이터없음,2026.06.17.(의뢰일),경기도 여주시,서울특별시 보건환경연구원 강남농수산물검사소,,,,포스티아제이트,0.05 mg/kg 이하 (가지),0.36 mg/kg,2026.06.17,3000227513,,,,가지,경기도,경기도 여주시,2026-06-17
실파,조*철,20260617,2026.06.17,경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,펜사이큐론,0.05mg/kg (파),0.41mg/kg,2026.06.17,3000227525,,,,파,경기도,경기도 포천시,2026-06-17
고춧잎,정*근,데이터없음,2026.06.18.(의뢰일),경기도 남양주시,서울특별시 보건환경연구원 강남농수산물검사소,,,,카벤다짐,0.01 mg/kg 이하 (기준 규격 없음),0.46 mg/kg,2026.06.18,3000227592,,,,고춧잎,경기도,경기도 남양주시,2026-06-18
광양농산2606-04(무),박*식,20260615,,전남광주통합특별시 나주시,전남광주통합특별시 전남보건환경연구원 동부지원 농산물검사소,,,,터부포스,0.05 이하,1.0543,2026.06.18,3000227595,,,,무(뿌리),전남광주통합특별시,전남광주통합특별시 나주시,2026-06-18
취나물,김*호,데이터없음,2026.06.18.(의뢰일),충청남도 부여군,서울특별시 보건환경연구원 강남농수산물검사소,,,,에토프로포스,0.05 이하 (취나물),0.98 mg/kg,2026.06.18,3000227601,,,,취나물,충청남도,충청남도 부여군,2026-06-18
농산물-260618-002 적근대,박*석,20260618,,경기도 여주시,강원특별자치도 보건환경연구원,,,,파클로부트라졸,2.0 mg/kg 이하,2.9 mg/kg,2026.06.18,3000227610,,,,근대,경기도,경기도 여주시,2026-06-18
정성 가득 담은 고춧가루(중국산),오에스농산 주식회사,데이터없음,2026.10.21,경상남도 창녕군,경기도 경기도보건환경연구원 북부지원,,8809753220527,1kg,금속성이물,10.0 mg/kg 미만,43.8 mg.kg,2026.06.19,3000227626,2020061112527,20200611125,,고춧가루,경상남도,경상남도 창녕군,2026-06-19
바질,송*표,20260618,,경기도 양평군,경인청 농축수산물안전과,,P000000RW000S,,에토프로포스,0.01 이하,0.03,2026.06.19,3000227635,,,,바질(잎),경기도,경기도 양평군,2026-06-19
가지,김*희,20260619,,전남광주통합특별시 나주시,,,,,디노테퓨란,0.5 mg/kg 이하,0.8 mg/kg,2026.06.19,3000227652,,,,가지,전남광주통합특별시,전남광주통합특별시 나주시,2026-06-19
두배진흑염소진액,농업회사법인 주식회사 에이치앤디,20260616,2027.06.15,강원특별자치도 영월군,강원특별자치도 동물위생시험소 축산식품검사과,,8800262370000,,세균수,"n=5, c=1, m=100, M=1000","87000, 120000, 40000, 39000, 67000",2026.06.22,3000227695,202305390181,20230539018,,식육추출가공품,강원특별자치도,강원특별자치도 영월군,2026-06-22
비름나물,권*돈,데이터없음,2026.06.22.(의뢰일),경기도 양평군,서울특별시 보건환경연구원 강남농수산물검사소,,,,포레이트,0.01 mg/kg 이하 (기준 규격 없음),0.16 mg/kg,2026.06.22,3000227725,,,,비름나물,경기도,경기도 양평군,2026-06-22
깻잎,김*화,20260622,,충남 태안군,경기도 경기도보건환경연구원,,,2kg,포레이트,0.05 mg/kg 이하,0.33 mg/kg,2026.06.23,3000227733,,,,들깻잎,충남,충남 태안군,2026-06-23
취나물,정*환,20260622,,경북 경주시,경상북도 보건환경연구원 식의약연구부 포항농수산물검사소,,,,보스칼리드,0.07 이하,0.081,2026.06.23,3000227781,,,,취나물,경북,경북 경주시,2026-06-23
강낭콩,홍*옥,20260623,,충북 보은군,충청북도 보건환경연구원 보건연구부 청주농산물검사소,,,,디노테퓨란,0.01 이하,0.038,2026.06.24,3000227795,,,,강낭콩,충북,충북 보은군,2026-06-24
취나물,고*자,20260624,,제주,인천광역시 보건환경연구원 식약연구부,,,,알라클로르,0.01 mg/kg 이하(PLS),0.04 mg/kg,2026.06.24,3000227828,,,,취나물,제주,제주,2026-06-24
깻잎,장*숙,20260624,,경상남도 밀양시,서울특별시 보건환경연구원 강남농수산물검사소,,,,뷰프로페진,0.01 mg/kg 이하,0.11 mg/kg,2026.06.24,3000227830,,,,들깻잎,경상남도,경상남도 밀양시,2026-06-24
이태리파세리,생산자 파악불가,20260621,,,경기도 경기도보건환경연구원,,,2kg,파클로부트라졸,2.0 mg/kg 이하,3.6 mg/kg,2026.06.24,3000227835,,,,파슬리,,,2026-06-24
고춧잎,정*현,20260625,,경기도 남양주시,서울특별시 보건환경연구원 강남농수산물검사소,,,,카벤다짐,0.01 mg/kg 이하,0.83 mg/kg,2026.06.25,3000227866,,,,고춧잎,경기도,경기도 남양주시,2026-06-25
방풍나물,유*식,20260625,2026.06.25,충남,서울특별시 보건환경연구원 강남농수산물검사소,,,,디노테퓨란,0.01mg/kg (기준 규격 없음),0.42mg/kg,2026.06.25,3000227883,,,,방풍나물,충남,충남,2026-06-25
열무(로컬-26-6-18-6),양*례,20260618,,전북특별자치도 군산시,전북특별자치도 보건환경연구원,,,,터부포스,0.05 이하,0.1477,2026.06.25,3000227886,,,,열무,전북특별자치도,전북특별자치도 군산시,2026-06-25
우럭,**수산,20260623,,경상남도,부산광역시 보건환경연구원,,,,플로르페니콜,0.2 mg/kg 이하,0.3 mg/kg,2026.06.26,3000227897,,,,조피볼락활,경상남도,경상남도,2026-06-26
미나리(강북유잔06-30-07),이*남,20260630,,경북 청도군,서울특별시 보건환경연구원 강북농수산물검사소,,,,포레이트,0.01 mg/kg 이하,0.14 mg/kg,2026.06.30,3000228078,,20130036244,,미나리,경북,경북 청도군,2026-06-30
로메인(강북유잔07-01-04),최*길,20260701,,평창군,서울특별시 보건환경연구원 강북농수산물검사소,,,,디니코나졸,0.3 mg/kg 이하,0.51 mg/kg,2026.07.01,3000228131,,20240062658,,상추,평창군,평창군,2026-07-01
살구,강*수,20260702,,경북 영덕군,경상북도 보건환경연구원 북부지원 안동농수산물검사소,,,,페나자퀸,0.01 mg/kg 이하,0.02 mg/kg,2026.07.03,3000228196,,,,살구,경북,경북 영덕군,2026-07-03
토망고(달콤 대추방울토마토),농업회사법인 우듬지팜주식회사 제2공장,20260621,2026.06.26,충청남도 부여군,식품의약품안전평가원 식품위해평가부 미생물과,,8809990641352,500g,대장균,"n=5, c=1, m=0, M=10","0, 3.6, 93, 3.6, 0",2026.07.03,3000228241,202206550973,20220655097,,과.채가공품,충청남도,충청남도 부여군,2026-07-03
스테비아 대추방울토마토,농업회사법인팜팜(주),데이터없음,2026.06.26,충청남도 논산시,식품의약품안전평가원 식품위해평가부 미생물과,,2507281028085,1kg,대장균,"n=5, c=1, m=0, M=10","0, 0, 23, 0, 0",2026.07.03,3000228248,202306565417,20230656541,,과.채가공품,충청남도,충청남도 논산시,2026-07-03
참취,장*용,20260610,,전북 완주군,,,,,페니트로티온,7.0 mg/kg 이하,16.2 mg/kg,2026.07.05,3000228261,,,,취나물,전북,전북 완주군,2026-07-05
깻잎,조*제,20260706,2026-07-06(의뢰일),경남,서울특별시 보건환경연구원 강남농수산물검사소,,,,피리다벤,0.01mg/kg (기준 규격 없음),4.37,2026.07.06,3000228353,,,,들깻잎,경남,경남,2026-07-06
얼갈이(강북유잔07-06-03),김*원,20260706,,경기도 포천시,서울특별시 보건환경연구원 강북농수산물검사소,,0430011031975,,시마진,0.01 mg/kg 이하,0.047 mg/kg,2026.07.06,3000228369,,,,엇갈이배추,경기도,경기도 포천시,2026-07-06
